rock_type,geological_structure,joint_spacing_cm,weathering_grade,presence_of_clay_seams,slope_angle_degrees,bench_height_m,slope_aspect_degrees,bench_width_m,annual_rainfall_mm,pore_water_pressure_kPa,seepage_presence,seismic_activity,blast_vibration_intensity_mm_s,blast_frequency_per_month,time_since_last_rockfall_days,rockfall_event,rockfall_risk,high_risk_flag
limestone,bedding plane,50,highly weathered,1,67,14,330,11,2017,80,1,1,30,11,95,1,0.97,1
limestone,bedding plane,75,highly weathered,1,45,7,290,10,1601,55,1,1,48,10,130,0,0.25,0
basalt,dyke,50,fresh,0,58,9,210,7,2201,20,0,1,30,9,65,1,0.61,0
basalt,fault,65,slightly weathered,0,63,11,120,9,1914,55,0,1,26,8,80,0,0.04,0
sandstone,bedding plane,20,highly weathered,1,74,12,330,12,1418,75,1,1,46,12,70,1,0.95,1
sandstone,fault,45,highly weathered,1,66,7,70,10,1902,70,1,1,42,7,5,1,0.94,1
granite,fault,49,slightly weathered,1,66,9,120,7,1976,75,1,1,39,11,135,0,0.22,0
limestone,bedding plane,53,slightly weathered,0,53,8,160,10,1702,35,0,1,38,10,75,0,0.11,0
basalt,joint,70,fresh,0,50,7,270,7,2300,25,0,0,18,10,15,0,0.0,0
basalt,dyke,40,fresh,0,67,14,300,10,1600,15,0,0,38,11,100,0,0.07,0
basalt,dyke,35,slightly weathered,0,58,14,85,6,1026,10,0,0,10,5,60,0,0.0,0
granite,fault,50,slightly weathered,0,66,6,200,9,1400,25,1,1,29,7,85,0,0.01,0
limestone,bedding plane,60,highly weathered,1,73,12,300,12,1409,60,1,1,40,10,189,1,0.92,1
sandstone,joint,50,slightly weathered,0,50,9,90,7,1601,55,1,0,36,7,110,0,0.02,0
granite,fault,45,slightly weathered,1,66,13,180,7,2413,80,1,0,46,12,5,1,0.99,1
sandstone,dyke,80,fresh,0,58,11,350,14,1108,20,0,0,15,5,10,0,0.0,0
limestone,bedding plane,60,highly weathered,1,73,13,60,7,2302,85,1,1,45,12,170,1,1.0,1
sandstone,fault,33,slightly weathered,0,72,15,80,14,1801,60,1,0,32,7,110,1,0.69,0
granite,fault,45,slightly weathered,0,60,10,250,8,1504,40,1,0,35,8,50,1,0.74,1
basalt,dyke,18,slightly weathered,0,73,14,340,14,1855,64,1,0,33,7,65,0,0.04,0
limestone,bedding plane,62,highly weathered,1,74,13,150,13,2119,80,1,1,28,4,170,0,0.32,0
basalt,dyke,90,slightly weathered,0,66,9,200,9,1654,46,1,0,38,8,35,0,0.04,0
granite,fault,55,fresh,0,74,8,330,12,2020,35,1,0,35,9,40,0,0.12,0
basalt,fault,75,slightly weathered,0,71,13,240,12,1303,35,0,0,32,7,15,0,0.05,0
sandstone,fault,54,slightly weathered,1,50,6,180,8,999,37,1,0,22,4,135,0,0.0,0
sandstone,bedding plane,72,highly weathered,1,74,13,135,13,2307,90,1,1,44,12,70,1,1.0,1
granite,dyke,12,fresh,0,57,6,316,13,2201,35,0,0,20,6,120,0,0.0,0
sandstone,joint,55,slightly weathered,0,52,13,350,7,1601,20,0,0,22,6,100,0,0.01,0
basalt,fault,55,slightly weathered,0,61,13,160,11,1952,45,0,1,32,10,50,0,0.05,0
granite,bedding plane,52,highly weathered,1,65,9,120,9,2001,81,1,0,29,7,53,0,0.16,0
granite,bedding plane,85,slightly weathered,0,60,9,110,13,1600,28,0,0,42,4,180,0,0.09,0
basalt,dyke,65,highly weathered,1,74,7,270,10,1950,70,1,1,42,7,105,1,0.94,1
granite,fault,35,slightly weathered,1,55,8,225,8,1309,33,0,0,22,6,45,0,0.0,0
basalt,joint,45,fresh,0,57,6,200,9,1601,35,0,0,25,7,50,0,0.0,0
granite,fault,45,slightly weathered,1,65,10,180,8,1800,30,1,0,25,8,90,0,0.06,0
sandstone,fault,12,fresh,1,61,6,60,14,2021,52,1,1,41,10,65,0,0.25,0
basalt,fault,35,fresh,0,62,15,300,13,1910,75,0,0,28,9,50,0,0.02,0
basalt,fault,30,slightly weathered,1,71,8,140,9,1619,95,1,0,30,7,70,0,0.12,0
limestone,dyke,70,slightly weathered,0,68,9,135,9,1601,35,0,0,29,8,70,0,0.03,0
limestone,bedding plane,65,slightly weathered,1,66,15,75,14,2002,73,1,1,36,10,25,1,0.91,1
sandstone,fault,10,highly weathered,0,70,11,200,7,2114,80,1,1,45,10,20,1,0.99,1
granite,fault,40,slightly weathered,1,69,13,150,12,2015,60,1,0,32,8,110,0,0.09,0
sandstone,fault,20,highly weathered,1,70,8,90,6,1401,25,1,0,20,9,90,0,0.03,0
sandstone,fault,45,slightly weathered,0,65,10,220,8,1318,30,1,0,35,8,45,0,0.08,0
limestone,fault,65,fresh,0,59,7,330,10,2200,30,0,1,22,10,60,0,0.04,0
sandstone,joint,50,slightly weathered,0,60,10,145,7,1301,35,0,0,22,8,90,0,0.0,0
basalt,dyke,85,fresh,0,57,13,235,11,1600,48,0,0,29,7,170,0,0.02,0
basalt,dyke,65,slightly weathered,1,58,7,130,10,2029,65,1,1,41,11,40,0,0.25,0
granite,bedding plane,52,highly weathered,1,62,13,284,13,1600,84,1,1,26,11,109,0,0.27,0
limestone,bedding plane,40,fresh,0,74,14,250,7,1703,75,1,1,25,11,20,1,0.9,1
granite,fault,55,slightly weathered,1,69,5,195,10,1556,63,1,1,34,9,189,0,0.14,0
sandstone,joint,35,slightly weathered,0,55,8,90,12,1413,50,0,0,20,4,10,0,0.0,0
basalt,dyke,65,slightly weathered,0,63,7,210,12,1651,54,0,0,43,9,75,0,0.07,0
granite,fault,65,slightly weathered,1,69,12,80,13,1700,40,1,1,38,9,85,1,0.71,1
limestone,fault,95,highly weathered,1,64,9,210,13,1703,55,1,1,32,9,40,0,0.21,0
limestone,bedding plane,80,highly weathered,1,72,9,0,7,1906,90,1,1,40,12,10,1,1.0,1
limestone,bedding plane,65,fresh,0,74,12,180,10,1653,50,0,0,27,7,85,0,0.01,0
limestone,bedding plane,65,highly weathered,1,60,14,300,7,2004,55,1,0,35,6,40,1,0.81,1
sandstone,fault,40,slightly weathered,0,73,9,250,11,1702,32,1,1,37,7,20,0,0.08,0
basalt,dyke,57,fresh,0,66,12,120,10,1601,22,0,1,43,9,95,0,0.14,0
limestone,fault,60,slightly weathered,0,73,7,270,10,1601,40,1,0,25,6,120,0,0.02,0
granite,fault,75,slightly weathered,0,66,6,275,10,2021,60,1,1,44,6,65,1,0.81,1
limestone,bedding plane,30,slightly weathered,1,67,8,270,8,2016,70,1,0,37,7,130,0,0.13,0
basalt,joint,90,highly weathered,0,58,6,270,7,1651,10,0,0,18,5,170,0,0.0,0
basalt,fault,50,fresh,1,70,12,190,12,1504,20,0,1,40,10,45,1,0.96,1
sandstone,dyke,75,slightly weathered,1,60,8,270,9,1703,58,1,0,29,5,75,0,0.08,0
limestone,fault,70,slightly weathered,1,69,15,280,10,1961,85,1,1,42,12,75,1,1.0,1
sandstone,fault,32,fresh,0,69,15,330,8,2102,35,0,0,48,4,3,1,0.82,1
basalt,fault,75,slightly weathered,0,77,11,240,10,1850,55,1,0,40,9,180,1,0.84,1
sandstone,fault,22,highly weathered,1,72,6,130,7,2109,60,1,1,46,11,110,1,0.94,1
limestone,bedding plane,25,highly weathered,1,62,6,160,6,1701,88,1,0,26,5,55,0,0.03,0
limestone,bedding plane,25,highly weathered,0,66,13,254,10,1700,60,1,0,24,8,148,0,0.12,0
limestone,joint,40,highly weathered,0,62,9,90,7,1601,50,0,1,32,9,65,0,0.09,0
granite,fault,34,slightly weathered,1,69,5,150,12,1402,78,1,1,37,7,20,1,0.81,1
limestone,bedding plane,28,highly weathered,1,73,13,180,10,2201,75,1,1,48,12,5,1,1.0,1
basalt,dyke,60,slightly weathered,1,70,12,210,12,2201,55,1,0,30,9,60,0,0.12,0
granite,bedding plane,55,fresh,0,74,6,60,13,1406,35,1,0,29,7,10,0,0.1,0
basalt,fault,15,fresh,0,72,13,90,10,2031,65,1,1,45,9,60,1,0.9,1
limestone,fault,90,highly weathered,1,69,13,210,12,1865,90,1,1,42,9,70,1,0.97,1
limestone,fault,70,slightly weathered,1,70,12,250,13,1600,50,1,1,45,12,150,1,0.98,1
granite,fault,40,slightly weathered,0,59,10,240,7,1651,40,1,1,37,9,75,0,0.04,0
limestone,dyke,30,slightly weathered,0,56,7,95,6,979,15,1,0,28,5,150,0,0.0,0
basalt,dyke,65,highly weathered,0,60,13,120,12,2202,30,1,1,40,11,30,1,0.92,1
granite,dyke,70,slightly weathered,1,72,8,120,9,2118,65,1,1,37,11,75,0,0.22,0
limestone,bedding plane,85,slightly weathered,1,45,8,80,7,1600,55,1,0,28,9,15,0,0.1,0
granite,dyke,70,slightly weathered,1,69,6,60,11,1769,75,1,1,33,9,170,1,0.87,1
granite,fault,45,slightly weathered,1,65,10,150,10,1800,45,1,0,25,9,60,0,0.08,0
limestone,joint,55,highly weathered,0,70,9,300,9,1912,90,1,1,45,7,15,1,0.95,1
limestone,fault,30,highly weathered,1,67,10,105,10,2102,80,1,1,33,8,55,1,0.87,1
sandstone,fault,20,fresh,0,59,8,350,10,1659,55,1,0,18,5,5,0,0.03,0
sandstone,joint,52,slightly weathered,0,60,13,120,12,1601,50,1,0,26,7,85,0,0.01,0
granite,fault,45,slightly weathered,0,60,15,90,11,1800,30,1,0,33,9,15,0,0.14,0
limestone,bedding plane,25,highly weathered,1,75,15,200,12,2310,95,1,1,50,12,2,1,0.99,1
granite,fault,58,slightly weathered,0,68,10,330,7,2032,48,0,0,22,9,10,0,0.07,0
granite,fault,55,slightly weathered,0,68,10,220,9,1801,40,1,0,35,8,60,0,0.06,0
limestone,fault,75,slightly weathered,1,61,12,210,10,1802,60,1,1,42,10,35,1,0.97,1
basalt,dyke,75,fresh,0,73,6,120,9,1800,30,0,0,32,9,75,0,0.03,0
limestone,bedding plane,60,highly weathered,1,74,15,150,8,2408,90,1,1,47,12,150,1,1.0,1
sandstone,fault,35,slightly weathered,0,66,9,0,8,1651,50,0,0,23,7,50,0,0.01,0
granite,fault,40,slightly weathered,0,62,15,210,8,1508,55,1,1,30,8,90,0,0.13,0
limestone,bedding plane,89,slightly weathered,0,52,9,330,8,2014,72,1,0,34,10,58,1,0.82,1
basalt,fault,50,fresh,0,59,14,330,14,2301,55,0,0,32,9,80,0,0.06,0
limestone,dyke,47,slightly weathered,0,57,9,282,9,1653,60,0,1,26,8,180,0,0.01,0
basalt,fault,65,fresh,0,65,13,90,9,1915,25,0,0,32,9,30,0,0.04,0
sandstone,joint,70,slightly weathered,0,66,13,340,14,1600,45,0,0,15,5,120,0,0.03,0
sandstone,joint,10,highly weathered,1,50,6,240,7,2100,90,1,1,18,4,20,1,0.86,1
granite,fault,20,slightly weathered,1,68,8,120,7,1325,40,1,0,28,7,55,0,0.04,0
basalt,fault,20,slightly weathered,1,66,12,150,9,1301,35,1,1,35,8,90,1,0.79,1
limestone,fault,38,slightly weathered,0,69,6,340,14,1908,85,1,1,28,7,3,1,0.81,1
basalt,dyke,85,highly weathered,1,58,6,150,10,1082,31,0,1,17,4,189,0,0.01,0
limestone,bedding plane,47,highly weathered,1,49,10,180,13,2421,86,1,0,40,12,185,1,0.97,1
basalt,dyke,55,slightly weathered,1,62,9,120,8,1951,70,1,0,31,7,65,0,0.09,0
granite,fault,85,slightly weathered,0,66,11,340,5,1903,42,0,0,32,9,25,1,0.73,1
granite,fault,35,slightly weathered,0,60,10,180,7,1802,45,1,0,25,8,45,0,0.13,0
limestone,bedding plane,60,highly weathered,1,66,12,240,13,1702,92,1,1,38,9,55,0,0.23,0
limestone,bedding plane,75,fresh,0,55,6,180,8,1800,50,1,0,30,10,30,0,0.12,0
sandstone,fault,40,slightly weathered,1,58,9,310,7,1307,57,1,0,33,9,165,0,0.02,0
limestone,fault,80,slightly weathered,0,65,9,90,12,1307,35,0,0,25,9,50,0,0.02,0
basalt,fault,41,fresh,0,66,9,270,9,2012,60,1,0,36,7,112,1,0.67,0
limestone,fault,48,slightly weathered,0,66,8,195,6,1957,90,0,0,23,8,70,0,0.08,0
basalt,bedding plane,86,fresh,0,47,13,330,10,1601,35,0,0,20,9,70,0,0.03,0
limestone,bedding plane,95,highly weathered,0,60,14,180,7,2016,90,1,1,25,7,90,1,0.86,1
basalt,dyke,27,slightly weathered,0,73,9,135,9,1310,62,0,1,33,10,50,1,0.73,1
granite,dyke,33,slightly weathered,1,65,10,125,11,1952,40,0,0,22,7,75,0,0.02,0
sandstone,joint,25,highly weathered,1,66,9,110,10,1952,65,1,0,28,11,70,1,0.65,0
sandstone,bedding plane,55,highly weathered,1,60,7,160,14,1420,70,1,0,20,7,50,0,0.01,0
limestone,bedding plane,77,highly weathered,1,74,12,270,12,2100,92,1,1,20,10,2,1,1.0,1
granite,fault,25,slightly weathered,0,70,12,150,11,1702,30,1,0,35,8,90,0,0.06,0
limestone,dyke,50,slightly weathered,0,64,13,290,6,2500,85,1,1,40,12,5,1,0.96,1
sandstone,fault,29,highly weathered,1,66,9,280,8,1601,72,1,0,16,8,100,0,0.12,0
basalt,dyke,55,fresh,0,50,8,270,7,1601,20,0,0,30,6,10,0,0.01,0
sandstone,bedding plane,35,slightly weathered,1,72,12,45,14,1703,65,0,0,30,9,30,0,0.09,0
granite,fault,42,slightly weathered,1,67,9,260,9,1656,55,1,0,22,8,60,0,0.02,0
basalt,dyke,30,fresh,1,74,9,240,6,1911,70,1,0,36,6,35,1,0.74,1
granite,fault,55,slightly weathered,0,66,8,240,9,1701,50,0,1,33,9,45,0,0.03,0
granite,fault,38,slightly weathered,1,58,10,200,6,2112,60,1,0,34,9,75,0,0.02,0
basalt,fault,55,highly weathered,1,73,13,250,7,2003,47,1,1,42,12,12,1,0.97,1
sandstone,fault,46,slightly weathered,1,47,9,250,9,1501,51,0,0,31,7,52,0,0.03,0
granite,fault,25,slightly weathered,0,59,10,130,7,1800,40,1,1,22,8,30,1,0.69,0
basalt,dyke,65,slightly weathered,0,74,14,120,6,2443,90,1,1,43,12,75,1,0.99,1
basalt,dyke,40,fresh,0,62,10,210,12,1802,25,0,0,25,9,20,0,0.03,0
granite,bedding plane,28,slightly weathered,1,70,14,114,13,1415,71,1,0,24,12,9,1,0.88,1
granite,fault,34,slightly weathered,1,67,14,120,9,1553,57,0,0,26,7,98,0,0.01,0
limestone,dyke,55,fresh,0,73,13,150,13,1902,59,0,1,38,9,85,0,0.1,0
basalt,joint,50,fresh,0,69,11,330,9,2200,25,0,0,45,4,90,0,0.07,0
limestone,bedding plane,77,slightly weathered,0,61,12,278,8,1823,72,1,0,44,9,6,1,0.9,1
granite,fault,35,slightly weathered,1,62,12,135,11,1176,28,1,0,22,7,80,0,0.01,0
limestone,fault,50,highly weathered,1,69,13,260,6,2116,90,1,1,45,12,80,1,1.0,1
granite,fault,80,slightly weathered,0,70,9,120,12,1501,75,1,0,30,9,80,0,0.09,0
sandstone,joint,94,highly weathered,1,74,15,350,10,2307,80,1,1,43,11,10,1,0.96,1
granite,fault,25,slightly weathered,0,65,10,210,8,2004,45,1,0,35,8,45,0,0.11,0
granite,fault,55,slightly weathered,0,62,13,150,10,1505,30,1,0,25,8,60,0,0.01,0
limestone,dyke,59,slightly weathered,0,72,9,120,8,1871,48,0,0,36,7,35,0,0.02,0
granite,fault,65,highly weathered,1,70,8,100,7,2002,70,1,1,40,10,90,1,0.94,1
granite,fault,20,slightly weathered,1,70,10,240,10,1800,55,1,0,20,8,70,0,0.12,0
granite,dyke,65,fresh,0,62,6,50,12,1700,36,1,1,28,5,25,0,0.12,0
limestone,fault,55,slightly weathered,1,60,9,300,8,1906,75,1,0,38,4,45,1,0.79,1
granite,fault,55,slightly weathered,0,62,13,160,14,1414,60,1,0,37,9,75,0,0.03,0
limestone,dyke,35,highly weathered,1,57,11,90,10,2309,95,1,1,48,10,20,1,1.0,1
sandstone,bedding plane,38,fresh,0,58,8,205,7,1427,8,0,0,22,6,18,0,0.0,0
basalt,dyke,55,slightly weathered,0,59,9,230,6,1601,50,1,0,19,8,105,0,0.01,0
sandstone,joint,65,slightly weathered,1,73,13,90,12,2432,85,1,1,44,11,7,1,0.99,1
granite,fault,65,fresh,0,66,9,120,12,1600,30,1,1,40,11,50,0,0.13,0
limestone,bedding plane,70,slightly weathered,0,70,8,210,12,1802,85,0,1,40,10,60,1,0.93,1
basalt,dyke,52,slightly weathered,0,69,14,70,9,1652,40,0,0,32,9,95,0,0.02,0
basalt,dyke,75,fresh,0,57,12,240,10,1318,25,0,0,33,5,105,0,0.04,0
limestone,bedding plane,65,highly weathered,1,55,6,250,8,1403,80,1,0,27,4,150,0,0.01,0
basalt,dyke,60,fresh,0,60,9,130,9,1200,11,0,1,33,11,95,0,0.09,0
sandstone,bedding plane,70,fresh,0,47,9,45,10,1950,10,0,0,18,4,170,0,0.0,0
limestone,fault,30,slightly weathered,0,62,10,135,13,1702,60,0,1,37,7,70,0,0.06,0
granite,fault,85,highly weathered,1,74,13,100,13,2008,78,1,0,41,6,20,1,0.91,1
granite,fault,85,slightly weathered,0,65,12,180,10,1802,40,1,0,35,8,45,1,0.81,1
basalt,dyke,40,highly weathered,0,73,13,310,11,1901,60,1,1,48,11,50,1,0.89,1
basalt,dyke,85,fresh,0,57,7,45,5,1875,18,0,0,27,6,100,0,0.01,0
basalt,dyke,60,slightly weathered,1,68,12,240,8,1800,65,1,1,40,10,45,0,0.28,0
granite,fault,25,slightly weathered,0,69,10,200,9,1867,55,1,0,38,6,55,0,0.2,0
limestone,bedding plane,60,highly weathered,1,65,7,160,12,2006,85,1,1,50,10,90,1,0.95,1
basalt,dyke,50,slightly weathered,0,68,13,120,9,1953,80,1,1,40,7,75,0,0.27,0
basalt,bedding plane,50,highly weathered,1,47,7,95,8,950,10,1,0,20,6,120,0,0.0,0
sandstone,fault,40,slightly weathered,1,73,7,20,6,1912,55,1,1,42,11,10,1,0.93,1
granite,fault,25,slightly weathered,0,65,10,180,8,2019,40,1,0,35,8,45,1,0.74,1
basalt,joint,80,slightly weathered,0,67,10,315,6,2020,55,0,1,43,7,70,1,0.73,1
basalt,dyke,17,fresh,0,65,11,290,11,1601,40,1,1,30,11,20,1,0.79,1
granite,fault,53,slightly weathered,1,64,9,130,9,1760,57,1,0,33,8,40,0,0.05,0
limestone,fault,61,highly weathered,1,75,12,330,12,2203,94,1,1,49,12,2,1,1.0,1
basalt,dyke,60,fresh,0,73,11,60,11,2031,25,0,0,38,9,120,0,0.07,0
limestone,bedding plane,85,slightly weathered,1,70,7,120,9,2023,55,1,1,35,6,120,0,0.12,0
granite,fault,58,slightly weathered,1,69,9,330,9,1951,62,1,0,24,8,55,0,0.07,0
sandstone,fault,55,fresh,0,46,14,330,12,2008,55,1,0,35,4,150,1,0.75,1
granite,fault,44,slightly weathered,0,70,12,180,8,1800,30,0,0,30,8,30,0,0.17,0
basalt,dyke,80,fresh,0,67,12,140,13,1700,50,1,1,48,11,5,1,0.96,1
basalt,dyke,50,slightly weathered,1,73,11,330,14,2202,80,1,1,42,11,75,1,0.87,1
granite,fault,35,slightly weathered,0,72,9,150,9,2117,20,1,0,30,8,30,0,0.08,0
basalt,joint,45,slightly weathered,0,72,14,250,14,1600,40,0,0,35,9,120,0,0.01,0
basalt,dyke,57,slightly weathered,0,70,7,90,8,2201,85,1,0,25,6,45,0,0.09,0
limestone,dyke,65,highly weathered,1,74,14,60,15,2412,80,1,1,42,12,180,1,1.0,1
sandstone,joint,20,highly weathered,1,60,9,180,10,1903,55,1,0,15,5,35,0,0.07,0
limestone,fault,45,slightly weathered,0,66,9,135,10,1601,25,0,0,32,8,60,0,0.0,0
granite,fault,40,slightly weathered,1,64,9,135,11,2104,70,1,1,42,11,50,1,0.9,1
limestone,fault,80,highly weathered,1,72,14,250,7,1906,90,1,1,33,6,55,1,0.89,1
sandstone,joint,20,fresh,0,72,14,290,7,2447,65,1,1,42,12,10,1,0.99,1
sandstone,bedding plane,55,slightly weathered,0,59,9,45,14,2123,85,1,0,20,5,13,0,0.04,0
granite,dyke,42,slightly weathered,0,62,12,110,8,1251,35,0,0,37,8,40,0,0.02,0
basalt,joint,55,slightly weathered,0,71,6,90,9,1865,38,0,0,23,8,40,0,0.01,0
granite,joint,73,slightly weathered,0,68,12,220,10,1800,35,1,0,32,8,90,0,0.11,0
sandstone,joint,80,fresh,0,47,7,90,5,1312,12,0,0,15,4,2,0,0.0,0
granite,fault,70,slightly weathered,1,66,6,210,10,1552,55,1,1,22,7,70,0,0.07,0
limestone,fault,70,highly weathered,1,74,13,0,10,2310,70,1,1,44,10,75,1,0.95,1
limestone,bedding plane,30,highly weathered,0,67,14,310,13,2026,90,1,1,44,12,5,1,1.0,1
sandstone,bedding plane,28,fresh,0,55,8,180,7,1902,10,0,0,18,11,120,0,0.01,0
basalt,joint,70,highly weathered,1,73,6,210,10,1703,57,1,1,47,11,55,1,0.96,1
limestone,fault,65,slightly weathered,1,67,9,135,8,2307,90,1,1,44,7,15,0,0.34,0
sandstone,joint,25,slightly weathered,1,65,13,90,6,2030,20,1,1,40,10,60,1,0.88,1
sandstone,bedding plane,70,highly weathered,1,66,9,350,9,1415,30,0,0,25,7,75,0,0.02,0
basalt,joint,15,fresh,0,55,9,90,10,2106,65,0,0,18,5,75,0,0.02,0
sandstone,dyke,38,slightly weathered,0,67,6,330,9,1415,12,0,0,17,4,40,0,0.0,0
sandstone,joint,50,highly weathered,0,72,9,170,7,1561,80,0,1,43,11,35,1,0.86,1
basalt,joint,20,slightly weathered,0,46,9,270,11,1903,55,0,0,38,8,100,0,0.06,0
granite,dyke,65,fresh,1,63,9,210,9,1914,36,0,1,36,9,135,0,0.07,0
sandstone,joint,40,slightly weathered,1,55,9,95,7,1500,65,1,0,25,6,75,0,0.0,0
limestone,bedding plane,52,highly weathered,1,74,6,120,13,1914,78,1,0,40,5,20,0,0.19,0
sandstone,bedding plane,25,slightly weathered,1,62,12,100,10,2203,80,1,0,35,10,140,0,0.15,0
limestone,bedding plane,35,slightly weathered,0,60,7,350,10,2119,80,1,0,25,6,70,0,0.05,0
granite,fault,95,slightly weathered,1,71,10,270,10,2016,75,1,0,33,9,75,1,0.79,1
sandstone,bedding plane,75,highly weathered,0,66,13,80,11,1701,65,1,1,42,6,95,0,0.23,0
sandstone,fault,52,fresh,0,58,11,40,7,1413,25,0,0,24,9,110,0,0.0,0
sandstone,joint,65,slightly weathered,0,50,8,210,12,2102,20,1,0,20,9,90,0,0.06,0
basalt,dyke,80,slightly weathered,0,72,10,170,14,1245,35,0,1,42,10,30,1,0.88,1
basalt,fault,45,slightly weathered,0,65,10,250,10,1800,30,0,0,35,8,30,0,0.12,0
granite,fault,60,slightly weathered,1,68,11,240,9,1700,50,0,0,30,7,75,0,0.03,0
basalt,fault,35,slightly weathered,0,66,7,250,9,900,20,0,0,15,7,75,0,0.0,0
granite,dyke,50,fresh,0,55,13,330,8,2302,70,1,0,31,9,35,0,0.15,0
limestone,bedding plane,56,highly weathered,1,58,14,150,9,2303,78,1,1,29,5,70,0,0.24,0
limestone,bedding plane,45,highly weathered,1,55,12,250,12,1801,85,1,0,20,6,90,1,0.76,1
basalt,fault,30,fresh,0,74,12,300,12,974,25,0,1,45,9,60,0,0.16,0
basalt,dyke,15,slightly weathered,1,62,10,250,7,1601,58,1,1,19,10,8,1,0.77,1
basalt,joint,75,fresh,0,60,8,210,10,2026,45,0,0,32,6,10,1,0.66,0
limestone,bedding plane,45,fresh,0,65,12,220,10,2123,90,1,1,45,10,30,1,0.98,1
granite,fault,45,slightly weathered,0,65,10,240,13,1800,45,1,0,30,8,30,1,0.76,1
limestone,fault,70,slightly weathered,0,58,9,330,10,2003,55,0,0,36,7,100,0,0.0,0
granite,fault,88,slightly weathered,0,65,9,180,10,2121,45,0,0,20,8,55,0,0.02,0
limestone,fault,23,slightly weathered,1,61,7,180,8,2201,60,1,1,38,11,90,1,0.81,1
basalt,joint,15,fresh,0,72,13,190,9,2026,25,0,0,18,12,150,0,0.06,0
limestone,fault,58,slightly weathered,0,73,11,300,12,1312,70,0,1,24,10,65,1,0.81,1
limestone,dyke,27,fresh,0,67,9,135,7,1702,35,0,1,30,7,90,0,0.08,0
basalt,bedding plane,65,slightly weathered,0,74,12,60,10,1850,50,1,0,41,10,81,1,0.9,1
sandstone,joint,55,slightly weathered,1,72,9,180,10,2123,30,1,0,38,6,80,0,0.07,0
basalt,dyke,52,slightly weathered,0,66,8,240,5,1906,52,0,0,19,5,70,0,0.01,0
sandstone,fault,52,slightly weathered,0,73,14,80,11,1959,22,0,0,36,6,80,0,0.01,0
limestone,fault,50,slightly weathered,1,71,13,240,14,2114,50,1,1,45,12,5,1,1.0,1
limestone,fault,58,slightly weathered,0,68,10,240,13,1700,58,1,0,35,9,75,0,0.06,0
limestone,bedding plane,65,highly weathered,1,70,9,350,9,2113,65,1,0,20,5,10,1,0.74,1
basalt,dyke,80,fresh,0,64,7,140,5,1316,20,0,1,33,10,15,0,0.16,0
limestone,bedding plane,88,highly weathered,1,74,8,330,7,2300,95,1,1,22,12,18,1,0.93,1
basalt,dyke,60,fresh,0,74,12,140,12,2027,35,0,1,45,6,45,0,0.3,0
basalt,joint,15,slightly weathered,0,72,13,310,12,2123,75,1,1,48,11,15,1,0.99,1
limestone,bedding plane,47,highly weathered,1,72,15,135,6,1656,26,1,0,41,9,164,1,0.82,1
basalt,dyke,60,fresh,0,73,15,150,14,1910,21,0,0,32,11,7,0,0.22,0
sandstone,fault,30,slightly weathered,0,74,14,60,10,2064,80,1,0,43,4,189,0,0.27,0
granite,fault,55,slightly weathered,1,62,10,279,7,1702,60,1,0,25,8,130,0,0.11,0
granite,fault,25,slightly weathered,0,68,8,330,10,1700,40,1,0,37,8,45,0,0.17,0
sandstone,bedding plane,55,highly weathered,1,72,14,240,7,2120,60,1,1,40,9,90,1,0.94,1
granite,fault,22,slightly weathered,1,73,9,180,9,1915,45,1,1,28,10,30,1,0.82,1
limestone,bedding plane,27,highly weathered,1,60,12,160,12,2308,72,1,1,49,12,90,1,0.98,1
sandstone,fault,60,fresh,0,52,9,270,11,1601,48,0,0,22,5,170,0,0.0,0
limestone,bedding plane,63,highly weathered,0,55,8,330,10,1914,60,0,1,33,9,75,0,0.06,0
limestone,bedding plane,77,highly weathered,1,60,8,290,14,2102,87,1,1,33,11,92,1,0.96,1
sandstone,fault,16,slightly weathered,0,47,5,180,13,1414,58,1,1,29,7,29,0,0.06,0
granite,dyke,50,slightly weathered,0,73,6,220,11,2102,35,0,1,44,7,70,0,0.11,0
granite,joint,28,fresh,0,67,12,120,8,1251,30,1,0,23,9,15,0,0.03,0
limestone,fault,48,slightly weathered,0,66,8,210,13,1360,44,1,1,33,10,50,0,0.04,0
basalt,dyke,50,slightly weathered,0,73,9,200,9,2019,50,0,0,30,9,65,0,0.02,0
granite,dyke,65,slightly weathered,0,70,11,120,9,2029,35,1,1,32,6,50,0,0.1,0
granite,joint,35,slightly weathered,0,65,10,230,10,1503,55,1,0,25,6,45,0,0.12,0
limestone,fault,59,slightly weathered,1,75,10,30,7,1768,83,1,0,29,6,54,0,0.13,0
limestone,dyke,85,highly weathered,0,73,15,300,11,1914,90,1,1,38,12,75,1,0.93,1
basalt,dyke,50,slightly weathered,0,58,14,270,9,1872,55,0,1,43,11,110,0,0.2,0
basalt,dyke,80,slightly weathered,1,70,14,45,10,1600,60,1,0,45,12,15,1,0.91,1
limestone,bedding plane,72,highly weathered,1,74,15,210,13,2201,88,1,1,46,12,170,1,1.0,1
sandstone,bedding plane,60,highly weathered,1,73,9,145,7,2424,70,1,1,28,11,150,1,0.88,1
granite,dyke,85,fresh,0,68,10,230,12,2027,40,1,0,30,6,10,1,0.84,1
basalt,fault,20,slightly weathered,0,67,8,90,10,1701,40,1,1,35,11,70,0,0.1,0
